"Date","Price","Open","High","Low","Vol.","Change %"
"Sep 04, 2019","54,907.17","55,062.60","55,102.82","54,644.34","239.70M","0.30%"
"Sep 03, 2019","54,742.07","54,643.40","54,804.74","54,357.13","233.92M","-0.08%"
"Sep 02, 2019","54,785.18","55,353.44","55,353.44","54,785.18","191.78M","-0.86%"
"Aug 30, 2019","55,259.57","54,426.87","55,305.44","54,282.61","293.82M","1.56%"
"Aug 29, 2019","54,411.47","54,294.75","54,867.07","54,212.87","234.90M","0.29%"
"Aug 28, 2019","54,255.62","53,712.39","54,255.62","53,566.34","250.83M","0.67%"
"Aug 27, 2019","53,895.75","53,845.55","53,947.92","53,529.16","366.26M","0.16%"
"Aug 26, 2019","53,811.89","53,448.40","54,084.55","53,448.40","167.69M","-0.34%"
"Aug 23, 2019","53,995.82","54,315.72","54,387.01","53,756.40","219.91M","-0.35%"
"Aug 22, 2019","54,187.93","54,505.89","54,711.87","54,049.25","268.92M","-0.82%"
"Aug 21, 2019","54,638.03","54,079.12","54,674.68","54,079.12","289.82M","0.66%"
"Aug 20, 2019","54,280.80","54,483.48","54,623.75","54,114.61","225.60M","-0.19%"
"Aug 19, 2019","54,386.31","54,534.71","54,628.68","53,874.52","223.85M","0.95%"
"Aug 16, 2019","53,874.52","53,885.34","53,885.34","53,477.30","260.77M","0.06%"
"Aug 15, 2019","53,840.93","54,155.53","54,256.60","53,260.47","314.10M","-0.35%"
"Aug 14, 2019","54,029.43","55,132.57","55,191.97","53,924.14","269.95M","-2.11%"
"Aug 13, 2019","55,191.97","54,989.24","55,371.53","54,840.95","268.27M","-0.32%"
"Aug 12, 2019","55,371.53","55,878.08","56,091.76","55,273.76","252.03M","-0.29%"
"Aug 08, 2019","55,535.24","55,797.54","55,870.62","55,225.32","228.59M","0.56%"
"Aug 07, 2019","55,225.32","55,304.25","55,451.65","55,002.95","311.11M","0.30%"
"Aug 06, 2019","55,062.01","55,158.07","55,516.47","54,954.93","291.63M","0.16%"
"Aug 05, 2019","54,975.38","55,509.99","56,273.92","54,855.46","268.05M","-2.31%"
"Aug 02, 2019","56,273.92","56,177.89","57,223.61","55,893.37","294.82M","-1.66%"
"Aug 01, 2019","57,223.61","56,573.94","57,223.61","56,218.70","298.59M","0.77%"
"Jul 31, 2019","56,784.61","57,026.99","57,241.55","56,784.61","317.73M","-0.80%"
"Jul 30, 2019","57,241.55","57,962.11","58,159.07","57,081.11","201.42M","-1.37%"
"Jul 29, 2019","58,034.77","57,673.37","58,062.00","57,570.54","155.59M","0.81%"
"Jul 26, 2019","57,570.54","57,488.34","57,736.51","57,415.71","169.72M","-0.16%"
"Jul 25, 2019","57,662.89","57,860.95","58,287.31","57,413.02","254.83M","-0.10%"
"Jul 24, 2019","57,718.10","58,342.97","58,344.21","57,625.42","199.61M","-1.01%"
"Jul 23, 2019","58,309.59","58,146.27","58,528.12","58,015.09","224.93M","0.51%"
"Jul 22, 2019","58,015.09","58,177.64","58,253.42","57,805.42","177.01M","-0.40%"
"Jul 19, 2019","58,248.73","58,237.90","58,554.01","57,872.53","225.04M","0.65%"
"Jul 18, 2019","57,872.53","57,292.20","58,019.06","57,292.20","193.43M","0.41%"
"Jul 17, 2019","57,636.01","57,975.95","58,067.96","57,560.61","441.72M","-0.72%"
"Jul 16, 2019","58,052.72","57,396.43","58,052.72","57,394.10","211.76M","0.90%"
"Jul 15, 2019","57,537.23","57,441.53","57,537.23","57,038.02","159.37M","0.45%"
"Jul 12, 2019","57,277.35","57,162.23","57,548.25","57,162.23","184.33M","0.01%"
"Jul 11, 2019","57,273.14","57,564.27","58,033.39","57,132.06","229.22M","-0.56%"
"Jul 10, 2019","57,597.87","57,146.00","57,852.61","56,963.80","217.60M","1.11%"
"Jul 09, 2019","56,963.80","57,654.72","57,731.40","56,923.85","170.97M","-1.33%"
"Jul 08, 2019","57,731.40","57,462.69","57,794.26","57,402.14","159.37M","0.25%"
"Jul 05, 2019","57,589.82","57,678.28","57,829.47","57,500.91","160.88M","-0.41%"
"Jul 04, 2019","57,829.47","58,092.56","58,092.56","57,607.91","192.10M","-0.31%"
"Jul 03, 2019","58,012.18","58,129.21","58,216.15","57,917.50","216.75M","-0.14%"
"Jul 02, 2019","58,092.48","58,619.73","58,668.84","57,994.92","207.81M","-0.65%"
"Jul 01, 2019","58,472.52","58,683.53","58,987.52","58,203.84","224.65M","0.46%"
"Jun 28, 2019","58,203.84","58,065.62","58,264.28","57,999.50","209.82M","0.24%"
"Jun 27, 2019","58,066.65","58,594.66","58,746.81","58,066.65","183.89M","-0.61%"
"Jun 26, 2019","58,421.72","58,261.82","58,579.08","58,261.82","227.28M","0.13%"
"Jun 25, 2019","58,343.23","58,492.17","58,758.02","58,246.54","257.45M","-0.70%"
"Jun 24, 2019","58,756.01","59,145.94","59,273.23","58,523.56","211.93M","-0.31%"
"Jun 21, 2019","58,941.47","58,764.61","59,181.23","58,698.36","519.27M","-0.05%"
"Jun 20, 2019","58,973.62","58,902.68","59,128.47","58,564.72","495.13M","0.70%"
"Jun 19, 2019","58,564.72","58,876.61","59,117.93","58,526.37","272.00M","-0.11%"
"Jun 18, 2019","58,629.09","58,428.27","58,748.15","58,193.78","284.97M","0.75%"
"Jun 14, 2019","58,193.78","58,482.26","58,809.76","57,969.77","290.80M","-0.86%"
"Jun 13, 2019","58,697.63","58,516.18","59,001.93","58,516.18","230.03M","-0.02%"
"Jun 12, 2019","58,710.55","58,443.72","58,793.12","58,360.89","250.12M","-0.10%"
"Jun 11, 2019","58,767.63","58,521.13","58,925.05","58,481.05","194.55M","0.49%"
"Jun 10, 2019","58,481.05","58,341.39","58,626.00","58,099.84","169.92M","0.66%"
"Jun 07, 2019","58,099.84","57,254.04","58,234.77","57,090.53","227.78M","1.77%"
"Jun 06, 2019","57,090.53","56,967.16","57,360.96","56,953.27","213.05M","0.03%"
"Jun 05, 2019","57,073.38","56,732.52","57,305.53","56,500.38","223.11M","1.01%"
"Jun 04, 2019","56,500.38","55,961.83","56,562.73","55,723.76","359.85M","0.38%"
"Jun 03, 2019","56,286.31","55,821.10","56,286.31","55,650.41","228.16M","1.14%"
"May 31, 2019","55,650.41","55,643.31","55,700.59","55,169.79","293.41M","-0.09%"
"May 30, 2019","55,700.59","55,032.79","55,774.52","54,997.34","260.12M","1.28%"
"May 29, 2019","54,997.34","54,448.63","55,075.82","54,263.52","236.68M","1.04%"
"May 28, 2019","54,431.63","54,740.65","54,791.44","54,313.72","662.83M","-0.10%"
"May 27, 2019","54,488.15","54,624.34","54,748.75","54,347.47","159.61M","0.12%"
"May 24, 2019","54,423.56","54,481.56","54,772.30","54,271.24","265.86M","0.28%"
"May 23, 2019","54,271.24","54,558.19","55,231.05","54,107.18","283.24M","-1.74%"
"May 22, 2019","55,231.05","55,493.61","55,600.48","55,223.05","243.20M","-0.53%"
"May 21, 2019","55,523.95","55,834.90","55,945.10","55,439.56","302.00M","-0.17%"
"May 20, 2019","55,616.97","56,022.59","56,183.21","55,454.79","186.52M","-1.01%"
"May 17, 2019","56,183.21","56,343.37","56,537.72","55,965.03","237.48M","-0.63%"
"May 16, 2019","56,537.72","56,183.51","56,636.63","55,957.46","259.99M","0.88%"
"May 15, 2019","56,043.21","56,490.76","56,669.18","55,373.79","255.55M","-0.34%"
"May 14, 2019","56,234.28","56,389.59","56,740.87","56,234.28","278.00M","-0.25%"
"May 13, 2019","56,373.68","57,032.38","57,120.99","56,202.55","258.56M","-0.72%"
"May 10, 2019","56,780.75","57,277.88","57,458.08","56,496.08","250.00M","0.50%"
"May 09, 2019","56,496.08","57,684.96","58,043.60","56,496.08","273.48M","-2.67%"
"May 07, 2019","58,043.60","58,858.81","58,973.58","58,043.60","212.04M","-1.14%"
"May 06, 2019","58,712.83","58,364.87","59,335.90","58,110.95","166.80M","-1.05%"
"May 03, 2019","59,335.90","58,824.44","59,365.04","58,743.56","220.58M","1.01%"
"May 02, 2019","58,743.56","58,606.53","58,804.27","58,527.12","269.25M","0.37%"
"Apr 30, 2019","58,528.40","58,604.26","58,873.97","58,476.51","238.44M","-0.23%"
"Apr 29, 2019","58,662.68","58,913.10","59,012.08","58,561.58","171.98M","-0.39%"
"Apr 26, 2019","58,894.19","58,671.19","58,894.19","58,505.49","108.61M","0.15%"
"Apr 25, 2019","58,807.07","58,852.70","59,102.68","58,651.56","189.61M","-0.50%"
"Apr 24, 2019","59,102.68","59,341.55","59,544.80","58,785.18","204.50M","-0.74%"
"Apr 23, 2019","59,544.80","59,259.29","59,544.80","59,039.32","149.76M","0.54%"
"Apr 18, 2019","59,222.47","58,757.87","59,222.47","58,643.45","196.43M","0.53%"
"Apr 17, 2019","58,908.31","58,532.59","58,951.93","58,532.59","226.05M","0.01%"
"Apr 16, 2019","58,902.64","58,576.32","58,943.97","58,249.35","265.90M","1.12%"
"Apr 15, 2019","58,249.35","58,340.16","58,405.30","58,068.20","212.89M","-0.27%"
"Apr 12, 2019","58,405.30","58,125.01","58,520.26","58,069.29","196.25M","0.38%"
"Apr 11, 2019","58,186.19","58,442.90","58,453.93","57,887.97","216.13M","-0.39%"
"Apr 10, 2019","58,411.65","57,870.37","58,411.65","57,838.37","317.26M","0.99%"
"Apr 09, 2019","57,838.37","57,910.87","58,164.01","57,838.37","204.25M","-0.25%"
"Apr 08, 2019","57,985.78","58,000.66","58,101.73","57,765.02","198.16M","0.36%"
"Apr 05, 2019","57,776.36","57,788.63","57,978.70","57,711.02","266.82M","0.11%"
"Apr 04, 2019","57,711.02","57,721.96","57,926.01","57,659.01","234.59M","-0.37%"
"Apr 03, 2019","57,926.01","57,557.48","58,056.55","57,158.00","279.60M","1.34%"
"Apr 02, 2019","57,158.00","57,207.40","57,238.27","56,856.80","261.04M","0.08%"
"Apr 01, 2019","57,109.64","56,920.69","57,317.76","56,462.55","236.51M","1.15%"
"Mar 29, 2019","56,462.55","56,190.99","56,578.89","56,059.50","272.40M","0.72%"
"Mar 28, 2019","56,059.50","56,051.98","56,343.47","56,051.98","792.10M","-0.16%"
"Mar 27, 2019","56,149.30","56,046.04","56,576.26","55,671.71","-","0.92%"
"Mar 26, 2019","55,638.43","55,389.07","55,707.52","55,187.05","237.87M","0.49%"
"Mar 25, 2019","55,367.11","55,692.73","56,107.48","55,144.23","267.56M","-1.32%"
"Mar 22, 2019","56,107.48","55,987.42","56,433.37","55,846.66","228.51M","-0.07%"
"Mar 20, 2019","56,145.67","56,801.42","56,849.67","56,145.67","442.03M","-1.24%"
"Mar 19, 2019","56,849.67","56,643.61","57,138.36","56,643.61","314.54M","0.14%"
"Mar 18, 2019","56,769.86","56,403.79","56,869.14","56,040.21","247.17M","1.30%"
"Mar 15, 2019","56,040.21","55,961.44","56,380.57","55,789.45","577.40M","0.45%"
"Mar 14, 2019","55,789.45","55,703.43","56,092.79","55,595.80","262.36M","-0.07%"
"Mar 13, 2019","55,829.10","55,611.50","55,932.68","55,539.54","258.48M","0.23%"
"Mar 12, 2019","55,699.80","55,938.35","55,987.31","55,245.88","227.08M","0.21%"
"Mar 11, 2019","55,580.65","55,761.24","55,932.83","55,398.06","210.85M","0.17%"
"Mar 08, 2019","55,488.79","55,582.87","55,857.89","55,401.51","223.72M","-0.66%"
"Mar 07, 2019","55,857.89","55,997.33","56,073.86","55,712.84","246.64M","-0.39%"
"Mar 06, 2019","56,073.86","56,020.09","56,376.59","55,815.43","235.90M","0.46%"
"Mar 05, 2019","55,815.43","56,447.11","56,541.50","55,761.64","234.21M","-0.71%"
"Mar 04, 2019","56,217.13","56,438.06","56,847.12","56,198.85","223.28M","0.02%"
"Mar 01, 2019","56,203.11","56,039.81","56,526.84","56,002.08","257.82M","0.36%"
"Feb 28, 2019","56,002.08","56,047.75","56,297.95","55,828.79","290.94M","-0.53%"
"Feb 27, 2019","56,297.95","56,521.25","56,688.63","56,109.73","239.60M","0.10%"
"Feb 26, 2019","56,242.80","55,662.87","56,242.80","55,657.86","250.06M","0.65%"
"Feb 25, 2019","55,878.20","56,118.52","56,327.88","55,878.20","207.16M","-0.20%"
"Feb 22, 2019","55,992.97","55,576.77","56,170.03","55,483.79","241.79M","0.92%"
"Feb 21, 2019","55,483.79","55,741.87","55,839.19","55,483.79","310.19M","-0.37%"
"Feb 20, 2019","55,691.58","55,188.93","56,039.23","55,188.93","300.01M","0.90%"
"Feb 19, 2019","55,194.62","54,996.57","55,489.59","54,900.28","213.18M","-0.12%"
"Feb 18, 2019","55,259.98","54,882.75","55,307.70","54,628.41","190.00M","1.16%"
"Feb 15, 2019","54,628.41","54,211.95","54,660.03","53,974.83","244.64M","0.19%"
"Feb 14, 2019","54,527.11","54,413.73","54,964.88","54,372.01","261.01M","-0.03%"
"Feb 13, 2019","54,543.22","54,027.66","54,639.06","53,781.38","250.34M","1.08%"
"Feb 12, 2019","53,960.51","53,536.84","54,050.76","53,409.14","223.28M","1.03%"
"Feb 11, 2019","53,409.14","53,399.70","53,783.03","53,244.18","199.12M","0.31%"
"Feb 08, 2019","53,244.18","53,580.59","54,011.46","53,244.18","306.29M","-1.20%"
"Feb 07, 2019","53,888.85","54,463.06","54,574.28","53,631.81","240.79M","-1.26%"
"Feb 06, 2019","54,574.28","54,401.27","54,732.45","54,209.41","224.58M","0.67%"
"Feb 05, 2019","54,209.41","53,541.41","54,209.41","53,391.83","286.75M","1.53%"
"Feb 04, 2019","53,391.83","53,842.01","54,237.03","53,391.83","210.07M","-1.00%"
"Feb 01, 2019","53,930.14","54,084.20","54,242.42","53,733.59","240.37M","-0.42%"
"Jan 31, 2019","54,156.75","54,281.03","54,492.73","54,100.55","354.74M","0.05%"
"Jan 30, 2019","54,131.67","54,230.27","54,426.95","53,999.96","268.40M","-0.47%"
"Jan 29, 2019","54,387.70","53,894.09","54,504.57","53,767.47","302.92M","1.15%"
"Jan 28, 2019","53,767.47","53,840.77","54,173.38","53,767.47","169.83M","-0.52%"
"Jan 25, 2019","54,050.23","53,887.96","54,221.69","53,639.09","238.27M","0.77%"
"Jan 24, 2019","53,639.09","53,745.83","53,915.15","53,435.34","265.82M","-0.51%"
"Jan 23, 2019","53,915.15","53,952.50","54,078.37","53,719.94","178.24M","-0.30%"
"Jan 22, 2019","54,078.37","53,774.51","54,139.05","53,662.67","173.92M","-0.11%"
"Jan 21, 2019","54,139.05","53,800.69","54,238.08","53,731.50","172.34M","0.76%"
"Jan 18, 2019","53,731.50","53,810.42","53,992.65","53,436.21","185.94M","0.55%"
"Jan 17, 2019","53,436.21","53,814.19","53,814.19","53,115.97","288.04M","-0.65%"
"Jan 16, 2019","53,786.74","53,507.15","53,786.74","53,400.54","188.81M","0.47%"
"Jan 15, 2019","53,533.54","53,684.58","53,811.28","53,225.86","195.88M","0.09%"
"Jan 14, 2019","53,485.59","53,266.82","53,653.38","53,010.62","157.84M","-0.31%"
"Jan 11, 2019","53,653.38","53,358.70","53,932.13","53,271.02","181.84M","0.72%"
"Jan 10, 2019","53,271.02","52,968.46","53,296.80","52,798.75","200.48M","0.09%"
"Jan 09, 2019","53,222.89","52,604.41","53,222.89","52,165.47","196.81M","2.03%"
"Jan 08, 2019","52,165.47","52,093.49","52,341.52","51,959.30","187.23M","0.40%"
"Jan 07, 2019","51,959.30","52,437.24","53,199.03","51,813.74","161.60M","-0.47%"
"Jan 04, 2019","52,202.95","51,655.33","52,202.95","51,654.19","142.72M","1.03%"
"Jan 03, 2019","51,669.94","51,171.24","51,870.90","51,135.20","164.13M","0.79%"
"Jan 02, 2019","51,264.06","52,259.74","52,736.86","50,907.45","132.15M","-2.79%"
"Dec 31, 2018","52,736.86","52,729.14","52,791.80","52,444.89","72.33M","0.56%"
"Dec 28, 2018","52,444.89","51,548.65","52,546.00","51,548.65","120.38M","1.73%"
"Dec 27, 2018","51,551.71","52,252.80","52,661.54","51,178.51","149.75M","-1.02%"
"Dec 24, 2018","52,081.11","51,583.69","52,200.83","51,430.36","63.67M","1.27%"
"Dec 21, 2018","51,430.36","51,654.27","52,031.79","51,347.57","503.50M","0.16%"
"Dec 20, 2018","51,347.57","50,998.01","51,569.77","50,698.06","382.35M","-0.43%"
"Dec 19, 2018","51,569.77","51,142.22","51,597.42","51,013.18","212.10M","0.65%"
"Dec 18, 2018","51,237.08","50,804.01","51,560.47","50,566.00","212.21M","-0.63%"
"Dec 14, 2018","51,560.47","51,307.99","51,744.16","51,062.58","219.62M","-0.35%"
"Dec 13, 2018","51,744.16","51,796.10","52,332.16","51,598.10","247.77M","0.28%"
"Dec 12, 2018","51,598.10","51,423.60","51,912.49","51,187.99","252.13M","0.80%"
"Dec 11, 2018","51,187.99","50,663.21","51,372.06","50,434.39","368.67M","1.49%"
"Dec 10, 2018","50,434.39","50,650.27","51,037.69","50,189.18","228.27M","-1.18%"
"Dec 07, 2018","51,037.69","51,076.59","51,457.20","50,806.06","263.40M","0.46%"
"Dec 06, 2018","50,806.06","50,976.15","51,709.16","50,078.56","409.70M","-1.75%"
"Dec 05, 2018","51,709.16","51,815.06","52,234.55","51,469.05","245.40M","-1.01%"
"Dec 04, 2018","52,234.55","52,065.74","52,332.12","51,895.72","265.76M","0.30%"
"Dec 03, 2018","52,079.22","52,011.24","52,801.37","50,663.94","241.07M","2.79%"
"Nov 30, 2018","50,663.94","51,764.24","51,883.93","50,663.94","370.07M","-2.08%"
"Nov 29, 2018","51,737.56","52,099.82","52,276.99","51,459.73","302.00M","-0.30%"
"Nov 28, 2018","51,895.12","51,961.09","52,349.76","51,353.98","369.85M","1.05%"
"Nov 27, 2018","51,353.98","51,833.80","52,053.85","51,230.93","245.58M","-0.65%"
"Nov 26, 2018","51,690.12","50,866.66","51,843.63","50,697.70","274.05M","1.96%"
"Nov 23, 2018","50,697.70","51,018.47","51,187.35","50,344.62","192.90M","-0.96%"
"Nov 22, 2018","51,187.35","51,523.03","51,637.52","51,187.35","345.33M","-0.26%"
"Nov 21, 2018","51,318.65","51,357.48","51,607.90","50,992.56","261.20M","0.49%"
"Nov 20, 2018","51,067.78","51,801.94","52,423.53","51,000.79","269.58M","-2.59%"
"Nov 19, 2018","52,423.53","52,142.42","52,658.47","51,874.44","210.29M","0.63%"
"Nov 16, 2018","52,096.04","52,211.93","52,725.33","51,751.14","213.34M","-0.10%"
"Nov 15, 2018","52,146.04","51,949.08","52,434.09","51,625.28","215.84M","0.28%"
"Nov 14, 2018","51,999.45","51,874.61","52,109.80","51,062.78","237.16M","-0.21%"
"Nov 13, 2018","52,109.80","52,298.55","52,552.90","51,967.35","235.07M","-0.29%"
"Nov 12, 2018","52,259.47","53,163.00","53,295.35","52,118.20","219.72M","-1.94%"
"Nov 09, 2018","53,295.35","53,535.92","54,064.82","52,635.55","245.29M","-1.42%"
"Nov 08, 2018","54,064.82","54,923.39","54,923.39","54,064.82","248.07M","-1.16%"
"Nov 07, 2018","54,700.64","54,436.25","55,077.93","54,294.82","297.46M","0.46%"
"Nov 06, 2018","54,450.55","54,771.21","54,927.01","53,848.71","281.37M","-0.85%"
"Nov 05, 2018","54,915.66","53,897.96","54,915.66","53,839.91","214.33M","1.19%"
"Nov 02, 2018","54,271.19","54,292.26","55,252.70","53,578.76","378.62M","1.29%"
"Nov 01, 2018","53,578.76","52,503.57","53,578.76","52,388.87","305.07M","2.27%"
"Oct 31, 2018","52,388.87","51,176.13","52,584.73","50,756.59","323.67M","3.22%"
"Oct 30, 2018","50,756.59","51,286.80","51,434.49","50,700.86","186.87M","-1.10%"
"Oct 29, 2018","51,320.52","50,996.03","51,700.87","50,798.64","214.28M","0.95%"
"Oct 26, 2018","50,837.57","50,973.20","51,624.86","50,672.27","255.37M","-1.53%"
"Oct 25, 2018","51,624.86","50,120.70","51,624.86","50,032.74","327.34M","1.47%"
"Oct 24, 2018","50,877.34","51,101.61","51,454.02","50,571.58","282.71M","-0.57%"
"Oct 23, 2018","51,168.50","51,509.04","52,204.16","50,955.77","335.51M","-1.98%"
"Oct 22, 2018","52,204.16","52,475.01","52,675.91","51,966.06","229.38M","0.21%"
"Oct 19, 2018","52,092.98","52,229.76","52,328.00","51,747.08","288.56M","-0.08%"
"Oct 18, 2018","52,132.60","52,056.71","52,391.02","51,651.65","275.11M","-0.49%"
"Oct 17, 2018","52,391.02","53,401.26","53,440.04","52,218.56","299.71M","-1.60%"
"Oct 16, 2018","53,241.35","52,490.22","53,241.35","52,052.83","320.43M","1.48%"
"Oct 15, 2018","52,466.98","53,122.07","53,473.11","52,251.57","276.82M","-1.88%"
"Oct 12, 2018","53,473.11","53,047.42","53,684.54","52,229.33","416.39M","2.38%"
"Oct 11, 2018","52,229.33","51,353.02","52,813.37","51,353.02","398.88M","-1.11%"
"Oct 10, 2018","52,813.37","54,019.60","54,187.82","52,684.42","319.64M","-2.54%"
"Oct 09, 2018","54,187.82","53,998.76","54,348.92","53,766.47","247.17M","-0.06%"
"Oct 08, 2018","54,219.20","54,327.27","54,409.47","53,912.37","284.67M","-0.35%"
"Oct 05, 2018","54,409.47","54,841.69","55,030.60","54,238.50","248.34M","-1.13%"
"Oct 04, 2018","55,030.60","54,681.05","55,229.78","54,448.82","370.83M","-0.26%"
"Oct 03, 2018","55,171.50","55,464.30","55,683.18","55,103.37","265.60M","-0.54%"
"Oct 02, 2018","55,472.57","55,202.31","55,789.75","54,783.46","295.38M","-0.57%"
"Oct 01, 2018","55,789.75","55,605.50","56,017.80","55,517.11","225.02M","0.15%"
"Sep 28, 2018","55,708.47","55,886.05","56,142.89","55,030.26","313.08M","-0.50%"
"Sep 27, 2018","55,988.57","56,285.55","56,570.15","55,919.68","286.75M","-1.03%"
"Sep 26, 2018","56,570.15","56,907.71","56,977.63","56,570.15","286.40M","-0.55%"
"Sep 25, 2018","56,882.75","56,927.98","57,164.25","56,159.90","307.98M","-0.49%"
"Sep 21, 2018","57,164.25","56,961.42","57,491.78","56,546.80","886.67M","1.09%"
"Sep 20, 2018","56,546.80","56,517.64","56,728.14","56,218.61","724.30M","0.18%"
"Sep 19, 2018","56,445.57","56,389.62","56,527.40","55,928.13","274.00M","0.11%"
"Sep 18, 2018","56,381.30","56,292.82","56,381.30","55,889.73","301.26M","0.15%"
"Sep 17, 2018","56,298.65","56,326.15","56,581.88","55,849.88","233.50M","-0.50%"
"Sep 14, 2018","56,581.88","56,423.58","56,875.42","56,166.86","309.48M","0.74%"
"Sep 13, 2018","56,166.86","56,543.08","56,635.76","55,406.98","327.99M","0.38%"
"Sep 12, 2018","55,952.05","56,292.67","56,401.70","55,766.54","312.56M","-0.40%"
"Sep 11, 2018","56,174.01","56,409.57","56,715.26","55,689.14","236.26M","-0.95%"
"Sep 10, 2018","56,715.26","57,196.29","57,196.29","56,683.41","221.86M","-0.62%"
"Sep 07, 2018","57,068.45","57,135.02","57,242.76","56,758.86","305.27M","-0.11%"
"Sep 06, 2018","57,130.48","56,873.23","57,493.75","56,820.32","318.68M","0.05%"
"Sep 05, 2018","57,102.13","57,431.36","57,891.82","57,075.96","379.05M","-1.36%"
"Sep 04, 2018","57,891.82","58,923.28","59,165.46","57,891.82","294.14M","-1.40%"
"Sep 03, 2018","58,711.15","58,594.28","58,986.62","58,376.01","238.43M","0.07%"
"Aug 31, 2018","58,668.48","58,890.39","58,890.39","58,407.31","309.82M","-0.23%"
"Aug 30, 2018","58,802.69","59,885.43","60,165.51","58,802.69","316.44M","-2.27%"
"Aug 29, 2018","60,165.51","59,927.37","60,225.34","59,666.91","266.41M","0.21%"
"Aug 28, 2018","60,039.27","59,753.93","60,298.84","59,655.56","258.49M","0.64%"
"Aug 27, 2018","59,655.56","59,137.03","59,806.72","58,797.68","200.82M","1.46%"
"Aug 24, 2018","58,797.68","58,130.99","58,867.87","57,916.63","258.29M","1.02%"
"Aug 23, 2018","58,204.72","58,077.23","58,328.74","58,029.34","240.73M","0.14%"
"Aug 22, 2018","58,125.95","57,305.70","58,125.95","57,186.66","261.12M","1.64%"
"Aug 21, 2018","57,186.66","57,076.65","57,413.89","56,933.36","289.01M","0.07%"
"Aug 20, 2018","57,145.62","57,131.22","57,465.15","56,647.52","147.64M","0.88%"
"Aug 17, 2018","56,647.52","56,761.38","57,241.26","56,469.42","228.50M","0.15%"
"Aug 16, 2018","56,562.34","56,143.07","56,562.34","55,646.15","243.15M","1.65%"
"Aug 15, 2018","55,646.15","57,284.89","57,608.94","55,646.15","250.62M","-3.41%"
"Aug 14, 2018","57,608.94","57,490.00","57,885.26","57,375.75","245.31M","-0.48%"
"Aug 13, 2018","57,885.26","57,845.42","58,142.42","57,703.02","257.04M","0.32%"
"Aug 10, 2018","57,703.02","57,968.72","57,968.72","57,500.92","215.15M","-0.14%"
"Aug 08, 2018","57,786.31","57,545.99","58,117.99","57,485.58","229.04M","0.14%"
"Aug 07, 2018","57,705.64","57,169.74","57,730.37","56,861.21","274.51M","1.49%"
"Aug 06, 2018","56,861.21","57,311.75","57,311.75","56,661.84","151.50M","-0.45%"
"Aug 03, 2018","57,118.03","56,778.42","57,214.57","56,415.18","212.65M","1.15%"
"Aug 02, 2018","56,470.72","56,799.03","57,399.53","56,367.79","232.25M","-1.62%"
"Aug 01, 2018","57,399.53","57,646.11","57,681.21","57,196.57","247.35M","-0.06%"
"Jul 31, 2018","57,432.46","57,112.93","57,594.38","57,079.88","297.19M","0.21%"
"Jul 30, 2018","57,313.14","56,668.65","57,520.89","56,668.65","188.42M","0.26%"
"Jul 27, 2018","57,162.38","56,799.43","57,355.40","56,743.25","180.92M","0.74%"
"Jul 26, 2018","56,743.25","56,394.21","57,092.54","56,387.87","248.98M","0.63%"
"Jul 25, 2018","56,387.87","56,915.36","57,120.75","56,253.97","222.57M","-1.17%"
"Jul 24, 2018","57,054.84","56,667.34","57,346.05","56,556.81","249.89M","0.88%"
"Jul 23, 2018","56,556.81","56,837.51","56,990.20","56,249.06","176.58M","-0.76%"
"Jul 20, 2018","56,990.20","56,321.06","57,018.83","56,276.72","220.32M","1.27%"
"Jul 19, 2018","56,276.72","56,109.75","56,314.16","55,850.50","319.86M","0.07%"
"Jul 18, 2018","56,237.20","56,258.85","56,354.58","55,875.73","244.00M","0.22%"
"Jul 17, 2018","56,113.06","55,452.21","56,113.06","55,090.50","212.45M","1.21%"
"Jul 16, 2018","55,442.04","56,179.89","56,364.14","55,442.04","236.48M","-1.64%"
"Jul 13, 2018","56,364.14","56,801.30","56,924.25","56,237.82","249.75M","-0.85%"
"Jul 12, 2018","56,849.36","57,380.67","57,380.67","56,622.49","267.38M","-0.67%"
"Jul 11, 2018","57,231.01","57,440.06","58,027.11","57,010.02","182.26M","-1.37%"
"Jul 10, 2018","58,027.11","58,113.45","58,334.49","57,776.18","221.56M","-0.33%"
"Jul 09, 2018","58,219.91","58,098.07","58,249.16","57,313.88","220.85M","1.58%"
"Jul 06, 2018","57,313.88","57,459.54","57,650.01","56,893.02","243.02M","-0.17%"
"Jul 05, 2018","57,414.00","57,513.90","57,975.56","57,399.54","337.66M","-0.32%"
"Jul 04, 2018","57,600.02","57,199.97","57,623.73","57,065.64","270.88M","0.19%"
"Jul 03, 2018","57,488.76","57,233.75","57,549.46","56,587.06","273.04M","0.58%"
"Jul 02, 2018","57,159.59","56,696.47","57,610.98","56,589.82","273.65M","-0.78%"
"Jun 29, 2018","57,610.98","56,475.18","57,610.98","55,795.20","370.72M","3.25%"
"Jun 28, 2018","55,795.20","54,784.18","55,832.87","54,752.19","277.25M","0.77%"
"Jun 27, 2018","55,369.26","55,095.99","55,555.14","54,286.27","388.00M","0.21%"
"Jun 26, 2018","55,254.67","56,137.81","56,138.92","55,254.67","379.32M","-1.14%"
"Jun 25, 2018","55,889.26","56,604.27","56,856.66","55,807.42","176.38M","-1.70%"
"Jun 22, 2018","56,856.66","56,366.69","57,174.08","56,234.43","232.70M","1.11%"
