Image,Number,Artist,Title,Streams,Date
34445,155,Khalid,My Bad,"1,040",2019-06-17
34446,156,Kygo,Born To Be Yours,"1,038",2019-06-17
34447,157,Rita Ora,Let You Love Me,"1,036",2019-06-17
34448,158,Marshmello,Silence,"1,033",2019-06-17
34449,159,Hailee Steinfeld,Starving,"1,030",2019-06-17
34450,160,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),"1,027",2019-06-17
34451,161,Martin Garrix,Ocean (feat. Khalid),"1,026",2019-06-17
34452,162,Shawn Mendes,In My Blood,"1,025",2019-06-17
34453,163,Mario,Let Me Love You,"1,025",2019-06-17
34454,164,Juice WRLD,Robbery,"1,025",2019-06-17
34455,165,Lil Dicky,Earth,"1,024",2019-06-17
34456,166,Selena Gomez,Wolves,"1,021",2019-06-17
34457,167,Ed Sheeran,Photograph,"1,019",2019-06-17
34458,168,Vance Joy,Riptide,"1,015",2019-06-17
34459,169,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")","1,008",2019-06-17
34460,170,Drake,God's Plan,"1,007",2019-06-17
34461,1,Ed Sheeran,I Don't Care (with Justin Bieber),"7,962",2019-06-18
34462,2,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,"6,682",2019-06-18
34463,3,Billie Eilish,bad guy,"6,633",2019-06-18
34464,4,Drake,Money In The Grave (Drake ft. Rick Ross),"6,508",2019-06-18
34465,5,Chris Brown,No Guidance (feat. Drake),"6,137",2019-06-18
34466,6,Taylor Swift,You Need To Calm Down,"5,550",2019-06-18
34467,7,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"5,036",2019-06-18
34468,8,Young Thug,The London (feat. J. Cole & Travis Scott),"4,562",2019-06-18
34469,9,Post Malone,Wow.,"4,392",2019-06-18
34470,10,Shawn Mendes,If I Can't Have You,"4,268",2019-06-18
34471,11,Khalid,Talk (feat. Disclosure),"4,200",2019-06-18
34472,12,Lewis Capaldi,Someone You Loved,"3,887",2019-06-18
34473,13,The Chainsmokers,Call You Mine,"3,884",2019-06-18
34474,14,Jonas Brothers,Sucker,"3,843",2019-06-18
34475,15,Katy Perry,Never Really Over,"3,704",2019-06-18
34476,16,benny blanco,Eastside (with Halsey & Khalid),"3,666",2019-06-18
34477,17,Avicii,SOS (feat. Aloe Blacc),"3,603",2019-06-18
34478,18,Marshmello,Happier,"3,538",2019-06-18
34479,19,Sam Smith,Dancing With A Stranger (with Normani),"3,380",2019-06-18
34480,20,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"3,379",2019-06-18
34481,21,MEDUZA,Piece Of Your Heart,"3,334",2019-06-18
34482,22,OneRepublic,Rescue Me,"3,323",2019-06-18
34483,23,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),"3,291",2019-06-18
34484,24,"Tyler, The Creator",EARFQUAKE,"3,224",2019-06-18
34485,25,Post Malone,Better Now,"3,184",2019-06-18
34486,26,Khalid,Better,"3,066",2019-06-18
34487,27,Avicii,Heaven,"3,043",2019-06-18
34488,28,Ariana Grande,7 rings,"3,042",2019-06-18
34489,29,Lil Nas X,Old Town Road,"2,996",2019-06-18
34490,30,J. Cole,MIDDLE CHILD,"2,922",2019-06-18
34491,31,Post Malone,rockstar (feat. 21 Savage),"2,856",2019-06-18
34492,32,YG,"Go Loko (feat. Tyga, Jon Z)","2,855",2019-06-18
34493,33,5 Seconds of Summer,Youngblood,"2,837",2019-06-18
34494,34,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),"2,809",2019-06-18
34495,35,Halsey,Without Me,"2,787",2019-06-18
34496,36,Ava Max,Sweet but Psycho,"2,696",2019-06-18
34497,37,The Chainsmokers,Who Do You Love,"2,645",2019-06-18
34498,38,Billie Eilish,bury a friend,"2,622",2019-06-18
34499,39,DaBaby,Suge,"2,620",2019-06-18
34500,40,Lady Gaga,Shallow,"2,592",2019-06-18
34501,41,Jonas Brothers,Only Human,"2,543",2019-06-18
34502,42,Billie Eilish,when the party's over,"2,506",2019-06-18
34503,43,Drake,Omertà,"2,502",2019-06-18
34504,44,5 Seconds of Summer,Easier,"2,487",2019-06-18
34505,45,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,470",2019-06-18
34506,46,Lauv,I Like Me Better,"2,402",2019-06-18
34507,47,Lauv,i'm so tired...,"2,390",2019-06-18
34508,48,Marshmello,Here With Me,"2,357",2019-06-18
34509,49,The Chainsmokers,This Feeling,"2,314",2019-06-18
34510,50,Panic! At The Disco,High Hopes,"2,284",2019-06-18
34511,51,Lizzo,Truth Hurts,"2,189",2019-06-18
34512,52,Lil Tecca,Ransom,"2,171",2019-06-18
34513,53,Bazzi,Focus (feat. 21 Savage),"2,141",2019-06-18
34514,54,Anne-Marie,2002,"2,141",2019-06-18
34515,55,Billie Eilish,lovely (with Khalid),"2,138",2019-06-18
34516,56,Dominic Fike,3 Nights,"2,087",2019-06-18
34517,57,Mark Ronson,Find U Again (feat. Camila Cabello),"2,047",2019-06-18
34518,58,Prince Kaybee,Fetch Your Life - Edit,"2,044",2019-06-18
34519,59,Meek Mill,Going Bad (feat. Drake),"2,032",2019-06-18
34520,60,Nasty C,SMA,"2,023",2019-06-18
34521,61,Khalid,Saturday Nights,"2,002",2019-06-18
34522,62,Miley Cyrus,Mother's Daughter,"2,002",2019-06-18
34523,63,Loud Luxury,Body (feat. Brando),"1,973",2019-06-18
34524,64,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","1,923",2019-06-18
34525,65,Bazzi,Paradise,"1,916",2019-06-18
34526,66,Post Malone,Congratulations,"1,880",2019-06-18
34527,67,Post Malone,I Fall Apart,"1,878",2019-06-18
34528,68,Post Malone,Psycho (feat. Ty Dolla $ign),"1,865",2019-06-18
34529,69,Logic,Homicide (feat. Eminem),"1,855",2019-06-18
34530,70,Travis Scott,SICKO MODE,"1,843",2019-06-18
34531,71,Halsey,Nightmare,"1,841",2019-06-18
34532,72,XXXTENTACION,SAD!,"1,834",2019-06-18
34533,73,Ariana Grande,"thank u, next","1,822",2019-06-18
34534,74,P!nk,Walk Me Home,"1,812",2019-06-18
34535,75,Ariana Grande,"break up with your girlfriend, i'm bored","1,806",2019-06-18
34536,76,Prince Kaybee,Gugulethu,"1,761",2019-06-18
34537,77,Maroon 5,Girls Like You (feat. Cardi B),"1,749",2019-06-18
34538,78,Alec Benjamin,Let Me Down Slowly,"1,734",2019-06-18
34539,79,Dean Lewis,Be Alright,"1,722",2019-06-18
34540,80,Mustard,Pure Water (with Migos),"1,719",2019-06-18
34541,81,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","1,712",2019-06-18
34542,82,Mabel,Don't Call Me Up,"1,678",2019-06-18
34543,83,Offset,Clout (feat. Cardi B),"1,674",2019-06-18
34544,84,Mabel,Mad Love,"1,666",2019-06-18
34545,85,De Mthuda,Shesha,"1,664",2019-06-18
34546,86,Polo G,Pop Out (feat. Lil Tjay),"1,644",2019-06-18
34547,87,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"1,639",2019-06-18
34548,88,Tellaman,Whipped,"1,629",2019-06-18
34549,89,Juice WRLD,Lucid Dreams,"1,571",2019-06-18
34550,90,Joyner Lucas,Isis,"1,562",2019-06-18
34551,91,XXXTENTACION,Moonlight,"1,555",2019-06-18
34552,92,Jonas Blue,Rise,"1,555",2019-06-18
34553,93,Ali Gatie,It's You,"1,526",2019-06-18
34554,94,Drake,Nonstop,"1,522",2019-06-18
34555,95,Billie Eilish,wish you were gay,"1,517",2019-06-18
34556,96,Kehlani,Nights Like This (feat. Ty Dolla $ign),"1,512",2019-06-18
34557,97,Ava Max,So Am I,"1,501",2019-06-18
34558,98,Tyga,Taste (feat. Offset),"1,482",2019-06-18
34559,99,James Arthur,Say You Won't Let Go,"1,469",2019-06-18
34560,100,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,465",2019-06-18
34561,101,Ed Sheeran,Shape of You,"1,464",2019-06-18
34562,102,Dynoro,In My Mind,"1,459",2019-06-18
34563,103,Imagine Dragons,Thunder,"1,447",2019-06-18
34564,104,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,"1,440",2019-06-18
34565,105,Zedd,The Middle,"1,423",2019-06-18
34566,106,Jonas Blue,What I Like About You (feat. Theresa Rex),"1,417",2019-06-18
34567,107,XXXTENTACION,Jocelyn Flores,"1,409",2019-06-18
34568,108,Journey,Don't Stop Believin',"1,404",2019-06-18
34569,109,Tiësto,Ritual,"1,400",2019-06-18
34570,110,Cardi B,Press,"1,389",2019-06-18
34571,111,Billie Eilish,you should see me in a crown,"1,387",2019-06-18
34572,112,Billie Eilish,my strange addiction,"1,380",2019-06-18
34573,113,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")","1,353",2019-06-18
34574,114,Bazzi,Beautiful (feat. Camila Cabello),"1,344",2019-06-18
34575,115,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"1,338",2019-06-18
34576,116,Kygo,Not Ok,"1,335",2019-06-18
34577,117,DaniLeigh,Easy,"1,331",2019-06-18
34578,118,21 Savage,a lot,"1,327",2019-06-18
34579,119,Calvin Harris,Giant (with Rag'n'Bone Man),"1,310",2019-06-18
34580,120,Ed Sheeran,Perfect,"1,303",2019-06-18
34581,121,Post Malone,Wow. - Remix,"1,302",2019-06-18
34582,122,Kygo,Remind Me to Forget,"1,291",2019-06-18
34583,123,Joji,Sanctuary,"1,289",2019-06-18
34584,124,DJ Snake,Loco Contigo (with J. Balvin & Tyga),"1,289",2019-06-18
34585,125,Queen,Bohemian Rhapsody - 2011 Mix,"1,288",2019-06-18
34586,126,Kygo,Happy Now,"1,287",2019-06-18
34587,127,DJ Khaled,Just Us (feat. SZA),"1,282",2019-06-18
34588,128,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)","1,275",2019-06-18
34589,129,Russ,CIVIL WAR,"1,272",2019-06-18
34590,130,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,269",2019-06-18
34591,131,Imagine Dragons,Believer,"1,268",2019-06-18
34592,132,Alan Walker,On My Way,"1,259",2019-06-18
34593,133,BTS,Boy With Luv (feat. Halsey),"1,250",2019-06-18
34594,134,Tiësto,Jackie Chan,"1,250",2019-06-18
34595,135,Lewis Capaldi,Bruises,"1,246",2019-06-18
34596,136,Kygo,Born To Be Yours,"1,242",2019-06-18
34597,137,Lil Uzi Vert,Sanguine Paradise,"1,240",2019-06-18
34598,138,Galantis,Bones (feat. OneRepublic),"1,239",2019-06-18
34599,139,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,234",2019-06-18
34600,140,Post Malone,Candy Paint,"1,227",2019-06-18
34601,141,Sam Smith,Too Good At Goodbyes,"1,227",2019-06-18
34602,142,YNW Melly,Murder On My Mind,"1,223",2019-06-18
34603,143,NF,Let You Down,"1,211",2019-06-18
34604,144,Summer Walker,Girls Need Love (with Drake) - Remix,"1,209",2019-06-18
34605,145,Martin Garrix,Ocean (feat. Khalid),"1,203",2019-06-18
34606,146,Selena Gomez,Wolves,"1,200",2019-06-18
34607,147,Post Malone,Go Flex,"1,191",2019-06-18
34608,148,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),"1,190",2019-06-18
34609,149,Miley Cyrus,Party In The U.S.A.,"1,186",2019-06-18
34610,150,R3HAB,All Around The World (La La La),"1,180",2019-06-18
34611,151,Marshmello,Silence,"1,175",2019-06-18
34612,152,Lil Baby,Drip Too Hard (Lil Baby & Gunna),"1,173",2019-06-18
34613,153,Ellie Goulding,Sixteen,"1,173",2019-06-18
34614,154,Rudimental,These Days,"1,168",2019-06-18
34615,155,The Chainsmokers,Closer,"1,165",2019-06-18
34616,156,MAX,Love Me Less (feat. Quinn XCII),"1,165",2019-06-18
34617,157,Rita Ora,Let You Love Me,"1,162",2019-06-18
34618,158,Kodak Black,ZEZE,"1,156",2019-06-18
34619,159,Zero12Finest,Baby Are You Coming?,"1,154",2019-06-18
34620,160,Cardi B,Please Me,"1,152",2019-06-18
34621,161,Alesso,Sad Song (feat. TINI),"1,150",2019-06-18
34622,162,George Ezra,Shotgun,"1,149",2019-06-18
34623,163,Shawn Mendes,Treat You Better,"1,147",2019-06-18
34624,164,Zedd,Happy Now,"1,140",2019-06-18
34625,165,Shawn Mendes,Lost In Japan,"1,132",2019-06-18
34626,166,Billie Eilish,i love you,"1,118",2019-06-18
34627,167,The Chainsmokers,Hope,"1,116",2019-06-18
34628,168,The Chainsmokers,Something Just Like This,"1,116",2019-06-18
34629,169,H.E.R.,Best Part (feat. Daniel Caesar),"1,115",2019-06-18
34630,170,Hailee Steinfeld,Starving,"1,113",2019-06-18
34631,171,KayGee DaKing,Kokota,"1,111",2019-06-18
34632,172,Bebe Rexha,I'm a Mess,"1,108",2019-06-18
34633,173,Daddy Yankee,Con Calma,"1,107",2019-06-18
34634,174,TOTO,Africa,"1,106",2019-06-18
34635,175,Ed Sheeran,Happier,"1,105",2019-06-18
34636,176,Ed Sheeran,Photograph,"1,102",2019-06-18
34637,177,Train,"Hey, Soul Sister","1,093",2019-06-18
34638,178,Why Don't We,Big Plans,"1,093",2019-06-18
34639,179,Khalid,Young Dumb & Broke,"1,093",2019-06-18
34640,180,Sheck Wes,Mo Bamba,"1,093",2019-06-18
34641,181,Khalid,My Bad,"1,088",2019-06-18
34642,182,Ariana Grande,no tears left to cry,"1,088",2019-06-18
34643,183,Imagine Dragons,Bad Liar,"1,082",2019-06-18
34644,184,James Bay,Peer Pressure,"1,079",2019-06-18
34645,185,NOTD,So Close,"1,077",2019-06-18
34646,186,Billie Eilish,ocean eyes,"1,077",2019-06-18
34647,187,Jason Mraz,I'm Yours,"1,076",2019-06-18
34648,188,Billie Eilish,xanny,"1,075",2019-06-18
34649,189,Ty Dolla $ign,Purple Emoji (feat. J. Cole),"1,069",2019-06-18
34650,190,Tyga,Haute (feat. J Balvin & Chris Brown),"1,065",2019-06-18
34651,191,Drake,God's Plan,"1,050",2019-06-18
34652,192,Lil Dicky,Earth,"1,047",2019-06-18
34653,193,Khalid,Love Lies (with Normani),"1,047",2019-06-18
34654,194,Zara Larsson,Ruin My Life,"1,046",2019-06-18
34655,195,WALK THE MOON,Shut Up and Dance,"1,039",2019-06-18
34656,196,6LACK,Pretty Little Fears (feat. J. Cole),"1,039",2019-06-18
34657,197,Lauren Daigle,You Say,"1,036",2019-06-18
34658,198,Camila Cabello,Havana (feat. Young Thug),"1,033",2019-06-18
34659,199,Machine Gun Kelly,I Think I'm OKAY (with YUNGBLUD & Travis Barker),"1,032",2019-06-18
34660,200,Shawn Mendes,In My Blood,"1,025",2019-06-18
34661,1,Ed Sheeran,I Don't Care (with Justin Bieber),"7,826",2019-06-19
34662,2,Lil Nas X,Old Town Road (feat. Billy Ray Cyrus) - Remix,"6,942",2019-06-19
34663,3,Billie Eilish,bad guy,"6,760",2019-06-19
34664,4,Chris Brown,No Guidance (feat. Drake),"5,909",2019-06-19
34665,5,Drake,Money In The Grave (Drake ft. Rick Ross),"5,735",2019-06-19
34666,6,Taylor Swift,You Need To Calm Down,"5,552",2019-06-19
34667,7,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"5,215",2019-06-19
34668,8,Post Malone,Wow.,"4,736",2019-06-19
34669,9,Young Thug,The London (feat. J. Cole & Travis Scott),"4,525",2019-06-19
34670,10,Khalid,Talk (feat. Disclosure),"4,294",2019-06-19
34671,11,Shawn Mendes,If I Can't Have You,"4,074",2019-06-19
34672,12,Jonas Brothers,Sucker,"3,885",2019-06-19
34673,13,Lewis Capaldi,Someone You Loved,"3,807",2019-06-19
34674,14,The Chainsmokers,Call You Mine,"3,785",2019-06-19
34675,15,Katy Perry,Never Really Over,"3,682",2019-06-19
34676,16,Sam Smith,Dancing With A Stranger (with Normani),"3,648",2019-06-19
34677,17,benny blanco,Eastside (with Halsey & Khalid),"3,645",2019-06-19
34678,18,Avicii,SOS (feat. Aloe Blacc),"3,557",2019-06-19
34679,19,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"3,473",2019-06-19
34680,20,Marshmello,Happier,"3,428",2019-06-19
34681,21,MEDUZA,Piece Of Your Heart,"3,298",2019-06-19
34682,22,OneRepublic,Rescue Me,"3,248",2019-06-19
34683,23,Khalid,Better,"3,212",2019-06-19
34684,24,"Tyler, The Creator",EARFQUAKE,"3,209",2019-06-19
34685,25,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),"3,121",2019-06-19
34686,26,Ariana Grande,7 rings,"3,120",2019-06-19
34687,27,Post Malone,Better Now,"3,096",2019-06-19
34688,28,J. Cole,MIDDLE CHILD,"2,906",2019-06-19
34689,29,5 Seconds of Summer,Youngblood,"2,900",2019-06-19
34690,30,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),"2,832",2019-06-19
34691,31,Halsey,Without Me,"2,815",2019-06-19
34692,32,Lil Nas X,Old Town Road,"2,792",2019-06-19
34693,33,Post Malone,rockstar (feat. 21 Savage),"2,774",2019-06-19
34694,34,Ava Max,Sweet but Psycho,"2,773",2019-06-19
34695,35,Avicii,Heaven,"2,715",2019-06-19
34696,36,The Chainsmokers,Who Do You Love,"2,634",2019-06-19
34697,37,YG,"Go Loko (feat. Tyga, Jon Z)","2,621",2019-06-19
34698,38,Marshmello,Here With Me,"2,609",2019-06-19
34699,39,Billie Eilish,bury a friend,"2,576",2019-06-19
34700,40,Billie Eilish,when the party's over,"2,574",2019-06-19
34701,41,Lauv,i'm so tired...,"2,570",2019-06-19
34702,42,DaBaby,Suge,"2,557",2019-06-19
34703,43,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,542",2019-06-19
34704,44,Lauv,I Like Me Better,"2,536",2019-06-19
34705,45,5 Seconds of Summer,Easier,"2,516",2019-06-19
34706,46,Lady Gaga,Shallow,"2,507",2019-06-19
34707,47,The Chainsmokers,This Feeling,"2,423",2019-06-19
34708,48,Jonas Brothers,Only Human,"2,378",2019-06-19
34709,49,Panic! At The Disco,High Hopes,"2,268",2019-06-19
34710,50,Lizzo,Truth Hurts,"2,246",2019-06-19
34711,51,Bazzi,Focus (feat. 21 Savage),"2,200",2019-06-19
34712,52,Billie Eilish,lovely (with Khalid),"2,188",2019-06-19
34713,53,Bazzi,Paradise,"2,185",2019-06-19
34714,54,Lil Tecca,Ransom,"2,182",2019-06-19
34715,55,Anne-Marie,2002,"2,163",2019-06-19
34716,56,Prince Kaybee,Fetch Your Life - Edit,"2,138",2019-06-19
34717,57,Dominic Fike,3 Nights,"2,098",2019-06-19
34718,58,Nasty C,SMA,"2,096",2019-06-19
34719,59,Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")","2,096",2019-06-19
34720,60,Loud Luxury,Body (feat. Brando),"2,063",2019-06-19
34721,61,Khalid,Saturday Nights,"1,991",2019-06-19
34722,62,Meek Mill,Going Bad (feat. Drake),"1,967",2019-06-19
34723,63,Drake,Omertà,"1,940",2019-06-19
34724,64,Mark Ronson,Find U Again (feat. Camila Cabello),"1,938",2019-06-19
34725,65,Miley Cyrus,Mother's Daughter,"1,932",2019-06-19
34726,66,Halsey,Nightmare,"1,865",2019-06-19
34727,67,Travis Scott,SICKO MODE,"1,865",2019-06-19
34728,68,Logic,Homicide (feat. Eminem),"1,862",2019-06-19
34729,69,Alec Benjamin,Let Me Down Slowly,"1,849",2019-06-19
34730,70,Post Malone,I Fall Apart,"1,815",2019-06-19
34731,71,Ariana Grande,"thank u, next","1,811",2019-06-19
34732,72,P!nk,Walk Me Home,"1,796",2019-06-19
34733,73,Ariana Grande,"break up with your girlfriend, i'm bored","1,790",2019-06-19
34734,74,Maroon 5,Girls Like You (feat. Cardi B),"1,759",2019-06-19
34735,75,Tellaman,Whipped,"1,756",2019-06-19
34736,76,Post Malone,Congratulations,"1,752",2019-06-19
34737,77,XXXTENTACION,SAD!,"1,750",2019-06-19
34738,78,Mabel,Don't Call Me Up,"1,727",2019-06-19
34739,79,Dean Lewis,Be Alright,"1,722",2019-06-19
34740,80,A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),"1,708",2019-06-19
34741,81,Post Malone,Psycho (feat. Ty Dolla $ign),"1,689",2019-06-19
34742,82,Tyga,Taste (feat. Offset),"1,669",2019-06-19
34743,83,Prince Kaybee,Gugulethu,"1,661",2019-06-19
34744,84,Ali Gatie,It's You,"1,639",2019-06-19
34745,85,Mustard,Pure Water (with Migos),"1,608",2019-06-19
34746,86,Offset,Clout (feat. Cardi B),"1,608",2019-06-19
34747,87,Kehlani,Nights Like This (feat. Ty Dolla $ign),"1,581",2019-06-19
34748,88,De Mthuda,Shesha,"1,579",2019-06-19
34749,89,Jonas Blue,Rise,"1,573",2019-06-19
34750,90,Juice WRLD,Lucid Dreams,"1,570",2019-06-19
34751,91,Zedd,The Middle,"1,562",2019-06-19
34752,92,Mabel,Mad Love,"1,558",2019-06-19
34753,93,Polo G,Pop Out (feat. Lil Tjay),"1,551",2019-06-19
34754,94,Joyner Lucas,Isis,"1,543",2019-06-19
34755,95,Billie Eilish,wish you were gay,"1,536",2019-06-19
34756,96,Dynoro,In My Mind,"1,521",2019-06-19
34757,97,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,503",2019-06-19
34758,98,Ava Max,So Am I,"1,477",2019-06-19
34759,99,Imagine Dragons,Thunder,"1,474",2019-06-19
34760,100,Ed Sheeran,Shape of You,"1,467",2019-06-19
34761,101,Dreamville,"Down Bad (feat. JID, Bas, J. Cole, EARTHGANG & Young Nudy)","1,467",2019-06-19
34762,102,XXXTENTACION,Moonlight,"1,466",2019-06-19
34763,103,Billie Eilish,you should see me in a crown,"1,464",2019-06-19
34764,104,Drake,Nonstop,"1,461",2019-06-19
34765,105,James Arthur,Say You Won't Let Go,"1,442",2019-06-19
34766,106,Tiësto,Ritual,"1,442",2019-06-19
34767,107,Bazzi,Beautiful (feat. Camila Cabello),"1,409",2019-06-19
34768,108,Tiësto,Jackie Chan,"1,386",2019-06-19
34769,109,Journey,Don't Stop Believin',"1,383",2019-06-19
34770,110,Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,"1,373",2019-06-19
34771,111,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,360",2019-06-19
34772,112,Cardi B,Please Me,"1,360",2019-06-19
34773,113,DJ Khaled,"Jealous (feat. Chris Brown, Lil Wayne & Big Sean)","1,359",2019-06-19
34774,114,Lil Uzi Vert,Sanguine Paradise,"1,356",2019-06-19
34775,115,Alan Walker,On My Way,"1,350",2019-06-19
34776,116,Jonas Blue,What I Like About You (feat. Theresa Rex),"1,340",2019-06-19
34777,117,Imagine Dragons,Believer,"1,338",2019-06-19
34778,118,XXXTENTACION,Jocelyn Flores,"1,332",2019-06-19
34779,119,21 Savage,a lot,"1,322",2019-06-19
34780,120,Sam Smith,Too Good At Goodbyes,"1,315",2019-06-19
34781,121,Galantis,Bones (feat. OneRepublic),"1,312",2019-06-19
34782,122,Cardi B,Press,"1,312",2019-06-19
34783,123,Ed Sheeran,Perfect,"1,310",2019-06-19
34784,124,Calvin Harris,Giant (with Rag'n'Bone Man),"1,305",2019-06-19
34785,125,NF,Let You Down,"1,301",2019-06-19
34786,126,Kygo,Remind Me to Forget,"1,292",2019-06-19
34787,127,Black Coffee,Drive (feat. Delilah Montagu) - Edit,"1,287",2019-06-19
34788,128,Queen,Bohemian Rhapsody - 2011 Mix,"1,281",2019-06-19
34789,129,Kygo,Happy Now,"1,274",2019-06-19
34790,130,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","1,273",2019-06-19
34791,131,Bebe Rexha,I'm a Mess,"1,269",2019-06-19
34792,132,DJ Snake,Loco Contigo (with J. Balvin & Tyga),"1,268",2019-06-19
34793,133,Billie Eilish,my strange addiction,"1,267",2019-06-19
34794,134,Russ,CIVIL WAR,"1,261",2019-06-19
34795,135,Ellie Goulding,Sixteen,"1,258",2019-06-19
34796,136,The Chainsmokers,Closer,"1,229",2019-06-19
34797,137,DJ Khaled,Just Us (feat. SZA),"1,227",2019-06-19
34798,138,Post Malone,Candy Paint,"1,224",2019-06-19
34799,139,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")","1,222",2019-06-19
34800,140,Rita Ora,Let You Love Me,"1,220",2019-06-19
34801,141,YNW Melly,Murder On My Mind,"1,217",2019-06-19
34802,142,Martin Garrix,Ocean (feat. Khalid),"1,215",2019-06-19
34803,143,R3HAB,All Around The World (La La La),"1,212",2019-06-19
34804,144,Kodak Black,ZEZE,"1,207",2019-06-19
34805,145,H.E.R.,Best Part (feat. Daniel Caesar),"1,207",2019-06-19
34806,146,Kygo,Not Ok,"1,202",2019-06-19
34807,147,Selena Gomez,Wolves,"1,197",2019-06-19
34808,148,Mario,Let Me Love You,"1,196",2019-06-19
34809,149,Sun-El Musician,Into Ingawe,"1,192",2019-06-19
34810,150,DaniLeigh,Easy,"1,188",2019-06-19
34811,151,BTS,Boy With Luv (feat. Halsey),"1,184",2019-06-19
34812,152,Summer Walker,Girls Need Love (with Drake) - Remix,"1,183",2019-06-19
34813,153,George Ezra,Shotgun,"1,180",2019-06-19
34814,154,Miley Cyrus,Party In The U.S.A.,"1,174",2019-06-19
34815,155,Rudimental,These Days,"1,169",2019-06-19
34816,156,Alesso,Sad Song (feat. TINI),"1,163",2019-06-19
34817,157,Billie Eilish,ocean eyes,"1,163",2019-06-19
34818,158,Marshmello,Silence,"1,159",2019-06-19
34819,159,Shawn Mendes,Treat You Better,"1,158",2019-06-19
34820,160,Khalid,Love Lies (with Normani),"1,157",2019-06-19
34821,161,Joji,Sanctuary,"1,147",2019-06-19
34822,162,TOTO,Africa,"1,145",2019-06-19
34823,163,Billie Eilish,i love you,"1,143",2019-06-19
34824,164,Billie Eilish,xanny,"1,140",2019-06-19
34825,165,Post Malone,Wow. - Remix,"1,134",2019-06-19
34826,166,NOTD,So Close,"1,128",2019-06-19
34827,167,DJ Khaled,Wish Wish (feat. Cardi B & 21 Savage),"1,127",2019-06-19
34828,168,Kygo,Born To Be Yours,"1,126",2019-06-19
34829,169,Zara Larsson,Ruin My Life,"1,125",2019-06-19
34830,170,The Chainsmokers,Hope,"1,123",2019-06-19
34831,171,Zero12Finest,Baby Are You Coming?,"1,119",2019-06-19
34832,172,Ed Sheeran,Happier,"1,119",2019-06-19
34833,173,The Chainsmokers,Something Just Like This,"1,114",2019-06-19
34834,174,Zedd,Happy Now,"1,112",2019-06-19
34835,175,Lauv,There's No Way (feat. Julia Michaels),"1,107",2019-06-19
34836,176,Hailee Steinfeld,Starving,"1,100",2019-06-19
34837,177,6LACK,Pretty Little Fears (feat. J. Cole),"1,095",2019-06-19
34838,178,Imagine Dragons,Bad Liar,"1,093",2019-06-19
34839,179,Lewis Capaldi,Bruises,"1,092",2019-06-19
34840,180,Drake,God's Plan,"1,091",2019-06-19
34841,181,Billie Eilish,all the good girls go to hell,"1,090",2019-06-19
34842,182,Shawn Mendes,In My Blood,"1,089",2019-06-19
34843,183,Shawn Mendes,Lost In Japan,"1,087",2019-06-19
34844,184,MAX,Love Me Less (feat. Quinn XCII),"1,083",2019-06-19
34845,185,Khalid,Young Dumb & Broke,"1,081",2019-06-19
34846,186,Train,"Hey, Soul Sister","1,070",2019-06-19
34847,187,Ariana Grande,no tears left to cry,"1,070",2019-06-19
34848,188,Ty Dolla $ign,Purple Emoji (feat. J. Cole),"1,068",2019-06-19
34849,189,King Princess,1950,"1,063",2019-06-19
34850,190,DJ Khaled,"No Brainer (feat. Justin Bieber, Chance the Rapper & Quavo)","1,060",2019-06-19
