Image,Number,Artist,Title,Streams,Date
62096,31,Arizona Zervas,ROXANNE,"3,691",2019-11-04
62097,32,Lil Nas X,Panini,"3,668",2019-11-04
62098,33,Young Thug,Hot (Remix) [feat. Gunna and Travis Scott],"3,618",2019-11-04
62099,34,Post Malone,Sunflower - Spider-Man: Into the Spider-Verse,"3,600",2019-11-04
62100,35,Taylor Swift,You Need To Calm Down,"3,334",2019-11-04
62101,36,Juice WRLD,Bandit (with YoungBoy Never Broke Again),"3,327",2019-11-04
62102,37,Lauv,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”","3,263",2019-11-04
62103,38,Biggy,Dames,"3,261",2019-11-04
62104,39,Kygo,Higher Love,"3,198",2019-11-04
62105,40,Shawn Mendes,If I Can't Have You,"3,096",2019-11-04
62106,41,MEDUZA,Piece Of Your Heart,"3,087",2019-11-04
62107,42,Diplo,Lonely (with Jonas Brothers),"3,009",2019-11-04
62108,43,Major Lazer,Trigger,"2,996",2019-11-04
62109,44,Zedd,Good Thing (with Kehlani),"2,994",2019-11-04
62110,45,Semi Tee,Labantwana Ama Uber,"2,987",2019-11-04
62111,46,Lil Nas X,Old Town Road - Remix,"2,976",2019-11-04
62112,47,5 Seconds of Summer,Teeth,"2,976",2019-11-04
62113,48,Khalid,Better,"2,943",2019-11-04
62114,49,Niall Horan,Nice To Meet Ya,"2,933",2019-11-04
62115,50,Post Malone,Take What You Want (feat. Ozzy Osbourne & Travis Scott),"2,915",2019-11-04
62116,51,DJ Maphorisa,Amantombazane,"2,901",2019-11-04
62117,52,Kabza De Small,Nana Thula,"2,897",2019-11-04
62118,53,Katy Perry,Never Really Over,"2,872",2019-11-04
62119,54,Normani,Motivation,"2,835",2019-11-04
62120,55,Sam Smith,Dancing With A Stranger (with Normani),"2,817",2019-11-04
62121,56,Lizzo,Truth Hurts,"2,788",2019-11-04
62122,57,5 Seconds of Summer,Youngblood,"2,765",2019-11-04
62123,58,Lauv,I Like Me Better,"2,732",2019-11-04
62124,59,Kanye West,Closed On Sunday,"2,678",2019-11-04
62125,60,Drake,Money In The Grave (Drake ft. Rick Ross),"2,678",2019-11-04
62126,61,DJ Maphorisa,Vula Vala,"2,674",2019-11-04
62127,62,Marshmello,Happier,"2,661",2019-11-04
62128,63,Camila Cabello,Easy,"2,611",2019-11-04
62129,64,Post Malone,Saint-Tropez,"2,605",2019-11-04
62130,65,Ariana Grande,Bad To You (with Normani & Nicki Minaj),"2,599",2019-11-04
62131,66,Sha Sha,Tender Love (feat. DJ Maphorisa & Kabza De Small),"2,555",2019-11-04
62132,67,OneRepublic,Rescue Me,"2,552",2019-11-04
62133,68,Ellie Goulding,Hate Me (with Juice WRLD),"2,542",2019-11-04
62134,69,Kanye West,On God,"2,536",2019-11-04
62135,70,DJ Zinhle,Umlilo,"2,531",2019-11-04
62136,71,Anne-Marie,2002,"2,518",2019-11-04
62137,72,Lewis Capaldi,Bruises,"2,505",2019-11-04
62138,73,Bazzi,I.F.L.Y.,"2,501",2019-11-04
62139,74,Kanye West,Selah,"2,497",2019-11-04
62140,75,Halsey,Without Me,"2,470",2019-11-04
62141,76,Khalid,Talk (feat. Disclosure),"2,432",2019-11-04
62142,77,Young Thug,The London (feat. J. Cole & Travis Scott),"2,424",2019-11-04
62143,78,Jonas Brothers,Sucker,"2,411",2019-11-04
62144,79,Kanye West,Use This Gospel,"2,403",2019-11-04
62145,80,Summer Walker,Playing Games (with Bryson Tiller) - Extended Version,"2,384",2019-11-04
62146,81,Kanye West,Everything We Need,"2,383",2019-11-04
62147,82,Jobe London,Sukendleleni,"2,375",2019-11-04
62148,83,Ali Gatie,It's You,"2,368",2019-11-04
62149,84,Y2K,Lalala,"2,364",2019-11-04
62150,85,Martin Garrix,Used To Love (with Dean Lewis),"2,320",2019-11-04
62151,86,Marshmello,Here With Me,"2,279",2019-11-04
62152,87,Ava Max,Sweet but Psycho,"2,239",2019-11-04
62153,88,Lauv,Feelings,"2,219",2019-11-04
62154,89,Coldplay,Orphans,"2,209",2019-11-04
62155,90,Sun-El Musician,Into Ingawe,"2,187",2019-11-04
62156,91,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee),"2,180",2019-11-04
62157,92,Lady Gaga,Shallow,"2,178",2019-11-04
62158,93,Post Malone,Wow.,"2,175",2019-11-04
62159,94,Bazzi,Paradise,"2,174",2019-11-04
62160,95,Katy Perry,Harleys In Hawaii,"2,146",2019-11-04
62161,96,Kanye West,Water,"2,045",2019-11-04
62162,97,Dean Lewis,Be Alright,"2,044",2019-11-04
62163,98,Lil Tecca,Ransom,"2,036",2019-11-04
62164,99,The Chainsmokers,Who Do You Love,"2,014",2019-11-04
62165,100,Kanye West,God Is,"2,001",2019-11-04
62166,101,Why Don't We,What Am I,"1,996",2019-11-04
62167,102,BTS,Make It Right (feat. Lauv),"1,996",2019-11-04
62168,103,Khalid,Saturday Nights,"1,976",2019-11-04
62169,104,Drake,Behind Barz - Bonus,"1,974",2019-11-04
62170,105,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),"1,971",2019-11-04
62171,106,Billie Eilish,lovely (with Khalid),"1,959",2019-11-04
62172,107,The Chainsmokers,This Feeling,"1,959",2019-11-04
62173,108,Selena Gomez,Back To You - From 13 Reasons Why – Season 2 Soundtrack,"1,952",2019-11-04
62174,109,J. Cole,MIDDLE CHILD,"1,939",2019-11-04
62175,110,Travis Scott,SICKO MODE,"1,924",2019-11-04
62176,111,Lil Mosey,Stuck In A Dream (feat. Gunna),"1,917",2019-11-04
62177,112,Kanye West,Every Hour,"1,898",2019-11-04
62178,113,Taylor Swift,Lover,"1,892",2019-11-04
62179,114,Avicii,SOS (feat. Aloe Blacc),"1,887",2019-11-04
62180,115,Ariana Grande,boyfriend (with Social House),"1,882",2019-11-04
62181,116,YNW Melly,223's (feat. 9lokknine),"1,869",2019-11-04
62182,117,Lauv,i'm so tired...,"1,854",2019-11-04
62183,118,James Arthur,Say You Won't Let Go,"1,848",2019-11-04
62184,119,Summer Walker,Girls Need Love (with Drake) - Remix,"1,841",2019-11-04
62185,120,Samthing Soweto,AmaDM,"1,829",2019-11-04
62186,121,Kanye West,Hands On,"1,820",2019-11-04
62187,122,Sam Feldt,Post Malone (feat. RANI),"1,819",2019-11-04
62188,123,Imagine Dragons,Bad Liar,"1,815",2019-11-04
62189,124,Mfr Souls,"Love You Tonight (feat. DJ Maphorisa, Sha Sha & Kabza De Small)","1,811",2019-11-04
62190,125,Ariana Grande,7 rings,"1,802",2019-11-04
62191,126,Blaq Diamond,Ibhanoyi,"1,786",2019-11-04
62192,127,Jonas Blue,What I Like About You (feat. Theresa Rex),"1,772",2019-11-04
62193,128,21 Savage,Immortal,"1,764",2019-11-04
62194,129,Noah Cyrus,July,"1,758",2019-11-04
62195,130,Dominic Fike,3 Nights,"1,749",2019-11-04
62196,131,Prince Kaybee,Fetch Your Life - Edit,"1,726",2019-11-04
62197,132,Post Malone,Hollywood's Bleeding,"1,707",2019-11-04
62198,133,Post Malone,Better Now,"1,698",2019-11-04
62199,134,Panic! At The Disco,High Hopes,"1,685",2019-11-04
62200,135,Billie Eilish,when the party's over,"1,685",2019-11-04
62201,136,Loud Luxury,Body (feat. Brando),"1,683",2019-11-04
62202,137,Jonas Brothers,Only Human,"1,673",2019-11-04
62203,138,Frank Ocean,In My Room,"1,671",2019-11-04
62204,139,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),"1,665",2019-11-04
62205,140,Post Malone,Enemies (feat. DaBaby),"1,661",2019-11-04
62206,141,Marshmello,One Thing Right,"1,658",2019-11-04
62207,142,Post Malone,rockstar (feat. 21 Savage),"1,653",2019-11-04
62208,143,5 Seconds of Summer,Easier,"1,627",2019-11-04
62209,144,Maroon 5,Girls Like You (feat. Cardi B),"1,623",2019-11-04
62210,145,Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),"1,623",2019-11-04
62211,146,Dermot Kennedy,Outnumbered,"1,593",2019-11-04
62212,147,The Black Eyed Peas,RITMO (Bad Boys For Life),"1,589",2019-11-04
62213,148,KayGee DaKing,Kokota,"1,585",2019-11-04
62214,149,Ellie Goulding,Sixteen,"1,573",2019-11-04
62215,150,Kanye West,Jesus Is Lord,"1,566",2019-11-04
62216,151,Kygo,Happy Now,"1,565",2019-11-04
62217,152,Elaine,You're the One,"1,552",2019-11-04
62218,153,Sam Smith,Too Good At Goodbyes,"1,536",2019-11-04
62219,154,Chris Brown,Heat (feat. Gunna),"1,527",2019-11-04
62220,155,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),"1,525",2019-11-04
62221,156,Summer Walker,Come Thru (with Usher),"1,522",2019-11-04
62222,157,Zedd,Happy Now,"1,514",2019-11-04
62223,158,Zedd,The Middle,"1,511",2019-11-04
62224,159,Young Thug,Hot (feat. Gunna),"1,509",2019-11-04
62225,160,Lauren Daigle,You Say,"1,507",2019-11-04
62226,161,Andy Grammer,"Don't Give Up On Me - (From ""Five Feet Apart"")","1,500",2019-11-04
62227,162,Jorja Smith,Be Honest,"1,482",2019-11-04
62228,163,Nasty C,God Flow,"1,479",2019-11-04
62229,164,Ariana Grande,"thank u, next","1,479",2019-11-04
62230,165,DaBaby,VIBEZ,"1,474",2019-11-04
62231,166,Imagine Dragons,Thunder,"1,467",2019-11-04
62232,167,Wale,On Chill (feat. Jeremih),"1,464",2019-11-04
62233,168,Imagine Dragons,Believer,"1,462",2019-11-04
62234,169,Bazzi,Beautiful (feat. Camila Cabello),"1,461",2019-11-04
62235,170,DaBaby,BOP,"1,459",2019-11-04
62236,171,Lauv,There's No Way (feat. Julia Michaels),"1,450",2019-11-04
62237,172,Black Coffee,LaLaLa,"1,442",2019-11-04
62238,173,H.E.R.,Best Part (feat. Daniel Caesar),"1,441",2019-11-04
62239,174,Mario,Let Me Love You,"1,440",2019-11-04
62240,175,Why Don't We,Big Plans,"1,440",2019-11-04
62241,176,Meek Mill,Going Bad (feat. Drake),"1,433",2019-11-04
